ride_id,rideable_type,started_at,ended_at,day_of_week,month,ride_length,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
4745966E538C9036,electric_bike,7/10/2023 7:39:56,7/10/2023 8:24:20,Monday,Jul,44.4,Lockwood Ave & Wrightwood Ave,312,Clarendon Ave & Leland Ave,TA1307000119,41.92782712,-87.75836122,41.967968,-87.650001,member
0F84443CBE8B2348,electric_bike,3/8/2023 8:37:21,3/8/2023 8:53:56,Wednesday,Mar,16.58,Lockwood Ave & Wrightwood Ave,312,Public Rack - Avers Ave & Irving Park Rd,494,41.93,-87.76,41.95,-87.72,member
78CA7D14ABBE60CE,electric_bike,4/26/2023 13:40:25,4/26/2023 14:31:21,Wednesday,Apr,50.93,Lockwood Ave & Wrightwood Ave,312,Franklin St & Illinois St,RN-,41.93,-87.76,41.89102331,-87.63547987,member
AF57E0157CE6BCA0,electric_bike,3/22/2023 12:46:42,3/22/2023 13:14:15,Wednesday,Mar,27.55,Lockwood Ave & Wrightwood Ave,312,Ogden Ave & Roosevelt Rd,KA1504000101,41.93,-87.76,41.86650148,-87.68469707,member
E72CC64D88A47733,electric_bike,4/26/2023 2:34:57,4/26/2023 3:05:45,Wednesday,Apr,30.8,Lockwood Ave & Wrightwood Ave,312,Lockwood Ave & Wrightwood Ave,312,41.93,-87.76,41.93,-87.76,casual
C13776D1B8F98FEF,electric_bike,6/17/2023 13:29:17,6/17/2023 13:32:42,Saturday,Jun,3.42,Long Ave & Belden Ave,313,Long Ave & Belden Ave,313,41.92285617,-87.76100817,41.92282533,-87.76100467,member
193D176CCEE17800,electric_bike,1/20/2023 7:27:15,1/20/2023 8:07:08,Friday,Jan,39.88,Long Ave & Belden Ave,313,Clarendon Ave & Leland Ave,TA1307000119,41.92,-87.76,41.967968,-87.650001,member
A137B2B8A11E07C2,electric_bike,6/6/2023 11:57:26,6/6/2023 12:04:33,Tuesday,Jun,7.12,Long Ave & Belden Ave,313,Public Rack - Kenton Ave & Palmer St,516,41.922804,-87.76099317,41.92069433,-87.7418855,casual
D91F8F67960839DA,electric_bike,6/30/2023 9:25:39,6/30/2023 9:28:01,Friday,Jun,2.37,Narragansett & Wrightwood,314,Public Rack - N Narragansett Ave & Grand Ave,801,41.92730534,-87.78525329,41.9225804,-87.7849799,member
0DD5E1EE9DF5E0D4,electric_bike,12/30/2023 7:16:40,12/30/2023 7:19:37,Saturday,Dec,2.95,Narragansett & Wrightwood,314,Public Rack - Austin Ave & Wrightwood Ave,565,41.92724717,-87.78516533,41.927666,-87.775682,casual
32BD0D532CD77617,electric_bike,9/17/2023 11:12:09,9/17/2023 11:14:31,Sunday,Sep,2.37,Narragansett & Wrightwood,314,Public Rack - Austin Ave & Wrightwood Ave,565,41.92729151,-87.78523207,41.927666,-87.775682,casual
C00F6C764A76B9BA,electric_bike,12/15/2023 21:41:31,12/15/2023 21:44:44,Friday,Dec,3.22,Narragansett & Wrightwood,314,Public Rack - Austin Ave & Wrightwood Ave,565,41.927344,-87.78524433,41.927666,-87.775682,member
1513D48534E6455C,electric_bike,9/3/2023 10:00:55,9/3/2023 10:03:58,Sunday,Sep,3.05,Narragansett & Wrightwood,314,Public Rack - Austin Ave & Wrightwood Ave,565,41.92729974,-87.78522694,41.927666,-87.775682,casual
F48AE5F39D4B55CC,electric_bike,12/10/2023 21:38:09,12/10/2023 21:40:48,Sunday,Dec,2.65,Narragansett & Wrightwood,314,Public Rack - Austin Ave & Wrightwood Ave,565,41.92726076,-87.7852093,41.927666,-87.775682,member
78FBF8735A1DC192,electric_bike,8/20/2023 10:57:33,8/20/2023 10:59:37,Sunday,Aug,2.07,Narragansett & Wrightwood,314,Public Rack - Austin Ave & Wrightwood Ave,565,41.92724824,-87.78526068,41.927666,-87.775682,casual
BBC81BBA3A14E3DC,electric_bike,10/15/2023 22:05:06,10/15/2023 22:11:34,Sunday,Oct,6.47,Narragansett & Wrightwood,314,Lockwood Ave & Wrightwood Ave,312,41.92731233,-87.785197,41.9278148,-87.7583757,member
1F538A96FB403B3B,electric_bike,7/29/2023 17:44:40,7/29/2023 17:51:02,Saturday,Jul,6.37,Narragansett & Wrightwood,314,Lockwood Ave & Wrightwood Ave,312,41.9273032,-87.78521407,41.9278148,-87.7583757,member
5241EF282EAA3E6F,electric_bike,6/30/2023 13:26:23,6/30/2023 14:51:54,Friday,Jun,85.52,Narragansett & Wrightwood,314,Narragansett & Wrightwood,314,41.92733276,-87.78520978,41.927294,-87.7852027,member
2174DFBFB930007E,electric_bike,9/1/2023 14:04:30,9/1/2023 14:19:20,Friday,Sep,14.83,Narragansett & Wrightwood,314,Narragansett & Wrightwood,314,41.92730633,-87.78526683,41.927294,-87.7852027,casual
7544CBBEDEE9E429,electric_bike,8/8/2023 15:59:09,8/8/2023 16:02:33,Tuesday,Aug,3.4,Narragansett & Wrightwood,314,Public Rack - Nagle Ave & Belmont Ave,810,41.92728667,-87.78523633,41.938201,-87.787415,member
D8290E3B7722FDC3,electric_bike,8/17/2023 15:33:18,8/17/2023 15:37:19,Thursday,Aug,4.02,Narragansett & Wrightwood,314,Public Rack - Nagle Ave & Belmont Ave,810,41.92729767,-87.78516917,41.938201,-87.787415,member
08284D51F234724A,electric_bike,1/2/2023 16:22:09,1/2/2023 16:33:36,Monday,Jan,11.45,Narragansett & Wrightwood,314,Narragansett & Irving Park,323,41.93,-87.79,41.95,-87.79,casual
6FBCCA05259EBFFD,electric_bike,9/3/2023 18:56:47,9/3/2023 19:15:44,Sunday,Sep,18.95,Narragansett & Wrightwood,314,Austin Blvd & Chicago Ave,16921,41.92730933,-87.78528483,41.894887,-87.774704,casual
29FDB0032111F2BF,electric_bike,3/26/2023 16:32:55,3/26/2023 16:44:38,Sunday,Mar,11.72,Narragansett & Wrightwood,314,Narragansett & Wrightwood,314,41.93,-87.79,41.93,-87.79,casual
7716947C46D2FB7C,electric_bike,1/21/2023 21:59:38,1/21/2023 22:04:48,Saturday,Jan,5.17,Narragansett & Wrightwood,314,Narragansett & Wrightwood,314,41.93,-87.79,41.93,-87.79,casual
1E1C08EC0FC93750,electric_bike,5/7/2023 18:24:13,5/7/2023 19:03:21,Sunday,May,39.13,Narragansett & Wrightwood,314,Narragansett & Wrightwood,314,41.93,-87.79,41.93,-87.79,casual
CBA241F2E0C0A6F7,electric_bike,5/23/2023 20:03:39,5/23/2023 20:12:13,Tuesday,May,8.57,Narragansett & Wrightwood,314,Narragansett & Wrightwood,314,41.927266,-87.78521895,41.9272871,-87.78525329,casual
507F7D0718DA95DD,electric_bike,6/23/2023 21:53:59,6/23/2023 22:06:13,Friday,Jun,12.23,Narragansett & Wrightwood,314,Narragansett & McLean,309,41.92732894,-87.78521895,41.9158931,-87.7851104,casual
0E6D87E4FC938925,electric_bike,5/4/2023 15:27:18,5/4/2023 15:36:24,Thursday,May,9.1,Narragansett & Wrightwood,314,Fullerton & Monitor,474,41.93,-87.79,41.92,-87.77,casual
1511EE4A67708D60,electric_bike,6/25/2023 21:49:16,6/25/2023 22:34:16,Sunday,Jun,45,Narragansett & Wrightwood,314,Leavitt St & North Ave,TA1308000005,41.92728233,-87.78525186,41.91050937,-87.68238902,member
A7FAA36B733F4D26,electric_bike,3/16/2023 17:38:38,3/16/2023 17:45:38,Thursday,Mar,7,Lamon Ave & Belmont Ave,316,Knox Ave & Montrose Ave,592,41.94,-87.75,41.960631,-87.745359,member
FCEA0409D1601913,electric_bike,9/30/2023 14:17:32,9/30/2023 14:33:46,Saturday,Sep,16.23,Lamon Ave & Belmont Ave,316,Humboldt Blvd & Armitage Ave,15651,41.9390161,-87.74922204,41.91751339,-87.70180896,member
B260343EA493A7AC,electric_bike,7/22/2023 11:29:39,7/22/2023 11:40:18,Saturday,Jul,10.65,Lamon Ave & Belmont Ave,316,Kedzie Ave & Milwaukee Ave,13085,41.93892682,-87.74931705,41.929567,-87.707857,casual
4E713E6182E0821B,electric_bike,9/24/2023 13:02:15,9/24/2023 13:04:54,Sunday,Sep,2.65,Lamon Ave & Belmont Ave,316,Public Rack - Cicero Ave & Roscoe St,543,41.93901694,-87.74924707,41.9424235,-87.74713,casual
5CE4FD8D29A5753C,electric_bike,7/7/2023 14:25:47,7/7/2023 14:31:17,Friday,Jul,5.5,Lamon Ave & Belmont Ave,316,Kenosha & Wellington,361,41.93896483,-87.74929083,41.9344421,-87.7337799,member
C92612F0F7470824,electric_bike,4/11/2023 22:13:41,4/11/2023 22:22:51,Tuesday,Apr,9.17,Lamon Ave & Belmont Ave,316,Central Ave & Roscoe St,396,41.94,-87.75,41.94,-87.77,casual
D2032BC7F535215F,electric_bike,4/12/2023 14:51:31,4/12/2023 15:17:33,Wednesday,Apr,26.03,Lamon Ave & Belmont Ave,316,Sayre & Diversey,352,41.94,-87.75,41.93,-87.8,casual
12707C4D3F5CE46C,electric_bike,4/27/2023 8:18:42,4/27/2023 8:27:07,Thursday,Apr,8.42,Lamon Ave & Belmont Ave,316,Central Ave & Parker Ave,355,41.94,-87.75,41.93,-87.77,casual
47382E02DB7D1599,electric_bike,11/30/2023 7:21:19,11/30/2023 7:38:31,Thursday,Nov,17.2,Lamon Ave & Belmont Ave,316,Milwaukee Ave & Fullerton Ave,428,41.9389751,-87.74925268,41.924691,-87.70055,member
302469819A5BAB10,electric_bike,9/1/2023 9:07:42,9/1/2023 9:12:24,Friday,Sep,4.7,Long Ave & Belmont Ave,317,Long & Irving Park,398,41.9384155,-87.76171683,41.953038,-87.7621632,member
D77222F84EF279A0,electric_bike,9/23/2023 17:38:39,9/23/2023 18:26:46,Saturday,Sep,48.12,Long Ave & Belmont Ave,317,Shedd Aquarium,15544,41.93834269,-87.76172984,41.86722596,-87.61535539,member
C7A90D3B3D62C256,electric_bike,11/23/2023 12:18:55,11/23/2023 12:31:24,Thursday,Nov,12.48,Long Ave & Belmont Ave,317,Public Rack - Central Ave & Lawrence Ave,1119.0,41.93831817,-87.76166783,41.9678641,-87.7675931,member
626CA42F21BA8452,electric_bike,6/20/2023 21:34:18,6/20/2023 21:44:16,Tuesday,Jun,9.97,Long Ave & Belmont Ave,317,Public Rack - Nagle Ave & Belmont Ave,810,41.93834567,-87.76165683,41.938351,-87.78750667,casual
CB436728736F0BEC,electric_bike,6/20/2023 14:53:34,6/20/2023 15:22:36,Tuesday,Jun,29.03,Long Ave & Belmont Ave,317,Damen Ave & Charleston St,13288,41.938322,-87.76164483,41.920082,-87.677855,member
59CE1BBB9B4C2BA3,electric_bike,4/29/2023 15:49:03,4/29/2023 16:24:20,Saturday,Apr,35.28,Long Ave & Belmont Ave,317,Cicero Ave & Flournoy St,16912,41.94,-87.76,41.872131,-87.746619,casual
E157EA2EA9B8064F,electric_bike,3/28/2023 8:57:24,3/28/2023 9:37:50,Tuesday,Mar,40.43,Oak Park & Wellington,318,Halsted St & Polk St,TA1307000121,41.93,-87.8,41.87184,-87.64664,member
69D40CA42A5E8198,electric_bike,1/24/2023 15:08:21,1/24/2023 15:11:32,Tuesday,Jan,3.18,Oak Park & Wellington,318,Sayre & Diversey,352,41.93,-87.8,41.93,-87.8,casual
A2B5FFDFC4AA40B9,electric_bike,5/7/2023 16:28:29,5/7/2023 17:06:22,Sunday,May,37.88,Oak Park & Wellington,318,Mulligan Ave & Wellington Ave,351,41.93,-87.8,41.93,-87.78,casual
A24513FA2B391FB5,electric_bike,5/10/2023 15:13:15,5/10/2023 15:20:43,Wednesday,May,7.47,Oak Park & Wellington,318,Oak Park & Wellington,318,41.93,-87.8,41.93,-87.8,casual
708AB1EBD1843711,electric_bike,11/15/2023 13:13:40,11/15/2023 13:17:22,Wednesday,Nov,3.7,Roscoe & Harlem,319,Harlem & Irving Park,326,41.9415645,-87.807262,41.9532568,-87.8071434,casual
F7E57C513783C8B6,electric_bike,6/27/2023 8:37:01,6/27/2023 8:41:08,Tuesday,Jun,4.12,Roscoe & Harlem,319,Harlem & Irving Park,326,41.94156861,-87.80715859,41.9532568,-87.8071434,casual
5D0334C47AAEE260,electric_bike,6/5/2023 17:24:04,6/5/2023 17:29:39,Monday,Jun,5.58,Roscoe & Harlem,319,Harlem & Irving Park,326,41.94158317,-87.8072435,41.9532005,-87.807164,member
FB497F1401AB5AD2,electric_bike,5/26/2023 15:43:55,5/26/2023 15:52:58,Friday,May,9.05,Orange & Addison,320,Harlem Ave & Grace St,325,41.94476807,-87.8241725,41.94893003,-87.80682731,casual
56867E8435751827,electric_bike,8/10/2023 15:32:42,8/10/2023 16:03:56,Thursday,Aug,31.23,Kostner Ave & Wrightwood Ave,321,Michigan Ave & Madison St,13036,41.92791633,-87.73603617,41.882134,-87.625125,member
9AD612803837C526,electric_bike,9/8/2023 14:38:21,9/8/2023 15:09:47,Friday,Sep,31.43,Kostner Ave & Wrightwood Ave,321,Michigan Ave & Madison St,13036,41.92795433,-87.7360305,41.882134,-87.625125,member
A112527065297DA0,electric_bike,3/8/2023 7:48:26,3/8/2023 7:58:49,Wednesday,Mar,10.38,Kostner Ave & Wrightwood Ave,321,Kedzie Ave & Milwaukee Ave,13085,41.93,-87.74,41.929567,-87.707857,casual
197335526A6CB4E4,electric_bike,3/26/2023 21:01:37,3/26/2023 21:07:40,Sunday,Mar,6.05,Kostner Ave & Wrightwood Ave,321,Kedzie Ave & Milwaukee Ave,13085,41.93,-87.74,41.929567,-87.707857,member
645839F21DBF622A,electric_bike,8/6/2023 20:28:02,8/6/2023 20:40:38,Sunday,Aug,12.6,Kostner Ave & Wrightwood Ave,321,Leavitt St & Armitage Ave,TA1309000029,41.92791433,-87.736024,41.917805,-87.682437,member
931723A54D0AB2E7,electric_bike,9/14/2023 18:14:36,9/14/2023 18:58:30,Thursday,Sep,43.9,Kostner Ave & Wrightwood Ave,321,LaSalle St & Illinois St,13430,41.92791933,-87.73598933,41.890762,-87.631697,casual
6B5955216C1269F2,electric_bike,6/24/2023 17:41:19,6/24/2023 17:56:52,Saturday,Jun,15.55,Kostner Ave & Wrightwood Ave,321,Wood St & Milwaukee Ave,13221,41.92792749,-87.73604536,41.907655,-87.672552,member
DEBAAE91B6C563F7,electric_bike,2/8/2023 7:32:19,2/8/2023 8:07:42,Wednesday,Feb,35.38,Kostner Ave & Wrightwood Ave,321,Clarendon Ave & Leland Ave,TA1307000119,41.93,-87.74,41.967968,-87.650001,member
32C71E5B98874F74,electric_bike,8/1/2023 11:43:13,8/1/2023 11:51:11,Tuesday,Aug,7.97,Kostner Ave & Wrightwood Ave,321,Public Rack - Pulaski Rd & Armitage Ave,517,41.92793071,-87.73598731,41.91702,-87.727096,member
8040E0E9559B935D,electric_bike,9/9/2023 16:09:44,9/9/2023 16:11:08,Saturday,Sep,1.4,Kostner Ave & Wrightwood Ave,321,Kostner Ave & Wrightwood Ave,321,41.92796533,-87.73603133,41.9279399,-87.7359921,member
FCA245EF16C4CBFD,electric_bike,4/11/2023 18:40:32,4/11/2023 18:58:05,Tuesday,Apr,17.55,Kostner Ave & Wrightwood Ave,321,Honore St & Division St,TA1305000034,41.93,-87.74,41.903119,-87.673935,casual
103C5AD6C4A070AF,electric_bike,2/13/2023 11:03:35,2/13/2023 11:14:03,Monday,Feb,10.47,Kostner Ave & Wrightwood Ave,321,Albany Ave & Belmont Ave,434,41.93,-87.74,41.94,-87.71,member
E4729FE5404E9A38,electric_bike,8/30/2023 9:06:51,8/30/2023 9:11:48,Wednesday,Aug,4.95,Kostner Ave & Wrightwood Ave,321,Lavergne & Fullerton,356,41.92796385,-87.73605621,41.923982,-87.7511643,casual
E1F3E4FB881474D3,electric_bike,3/23/2023 13:06:34,3/23/2023 13:12:13,Thursday,Mar,5.65,Kostner Ave & Wrightwood Ave,321,Public Rack - Pulaski Rd & Armitage Ave,517,41.93,-87.74,41.92,-87.73,member
BC797396697DDF9D,electric_bike,1/31/2023 11:35:24,1/31/2023 11:41:30,Tuesday,Jan,6.1,Kostner Ave & Wrightwood Ave,321,Public Rack - Pulaski Rd & Armitage Ave,517,41.93,-87.74,41.92,-87.73,member
FCEA003F5B3EBD8D,electric_bike,6/14/2023 11:52:21,6/14/2023 12:01:24,Wednesday,Jun,9.05,Kostner Ave & Wrightwood Ave,321,Public Rack - Pulaski Rd & Armitage Ave,517,41.92791783,-87.7359635,41.91711983,-87.727152,member
D6D9BC86BC6D77E1,electric_bike,1/18/2023 8:25:31,1/18/2023 8:31:39,Wednesday,Jan,6.13,Cicero Ave & Grace St,322,Avondale Ave & Irving Park Rd,15624,41.95,-87.75,41.953393,-87.732002,member
9C0A590EFDD961E8,electric_bike,6/27/2023 8:20:03,6/27/2023 8:26:55,Tuesday,Jun,6.87,Cicero Ave & Grace St,322,Avondale Ave & Irving Park Rd,15624,41.94974005,-87.74694991,41.953393,-87.732002,member
E2DB9FF957D121CD,electric_bike,12/8/2023 19:46:31,12/8/2023 19:49:42,Friday,Dec,3.18,Cicero Ave & Grace St,322,Kilbourn Ave & Milwaukee Ave,16994,41.94971267,-87.746894,41.94707089,-87.74000823,member
0254027364F52E63,electric_bike,9/16/2023 8:55:50,9/16/2023 9:01:11,Saturday,Sep,5.35,Cicero Ave & Grace St,322,Long & Irving Park,398,41.94974733,-87.74691183,41.953038,-87.7621632,member
FB28B9F8D7432636,electric_bike,7/26/2023 17:05:54,7/26/2023 17:36:50,Wednesday,Jul,30.93,Cicero Ave & Grace St,322,Ritchie Ct & Banks St,KA1504000134,41.94975083,-87.74695783,41.906866,-87.626217,member
7AF3D9BA483D29E6,electric_bike,9/21/2023 10:07:05,9/21/2023 10:40:19,Thursday,Sep,33.23,Cicero Ave & Grace St,322,Pine Grove Ave & Waveland Ave,TA1307000150,41.94971717,-87.74687667,41.94947274,-87.64645278,member
D75107A73AE75E80,electric_bike,8/12/2023 10:05:12,8/12/2023 10:12:56,Saturday,Aug,7.73,Cicero Ave & Grace St,322,Keystone Ave & Montrose Ave,KA1504000164,41.94976867,-87.7469035,41.96110802,-87.7289701,casual
142D242043E0D65D,electric_bike,7/22/2023 3:21:21,7/22/2023 3:23:36,Saturday,Jul,2.25,Narragansett & Irving Park,323,Narragansett & Irving Park,323,41.952632,-87.78533067,41.952614,-87.7853829,member
8D4197A4B2B475DA,electric_bike,6/25/2023 16:20:21,6/25/2023 16:59:55,Sunday,Jun,39.57,Narragansett & Irving Park,323,Public Rack - Melvina Ave & Montrose Ave,1100.0,41.952617,-87.7854,41.9588498,-87.7819167,casual
5065985E680E9E56,electric_bike,7/15/2023 3:13:13,7/15/2023 3:24:41,Saturday,Jul,11.47,Narragansett & Irving Park,323,Sayre & Diversey,352,41.95260489,-87.78538144,41.9310084,-87.8010646,casual
264299352C25B6C3,electric_bike,5/18/2023 18:40:33,5/18/2023 18:47:56,Thursday,May,7.38,Narragansett & Irving Park,323,Narragansett & Irving Park,323,41.95,-87.79,41.95,-87.79,casual
9964D1EE4567D739,electric_bike,5/19/2023 20:07:14,5/19/2023 20:23:51,Friday,May,16.62,Narragansett & Irving Park,323,Cicero Ave & Grace St,322,41.95,-87.79,41.95,-87.75,member
405A21EED97505B0,electric_bike,12/26/2023 21:04:56,12/26/2023 21:13:11,Tuesday,Dec,8.25,Narragansett & Irving Park,323,Narragansett Ave & School St,397,41.95265198,-87.78538191,41.940128,-87.7864806,casual
13F9C8BACA8D3CF8,electric_bike,7/18/2023 13:35:42,7/18/2023 13:49:54,Tuesday,Jul,14.2,Narragansett & Irving Park,323,Bernard St & Elston Ave,18016,41.95264133,-87.7853935,41.949923,-87.713949,member
85FD4D7AD556CBEA,electric_bike,9/26/2023 13:10:18,9/26/2023 13:27:04,Tuesday,Sep,16.77,Narragansett & Irving Park,323,Bernard St & Elston Ave,18016,41.95264033,-87.78529483,41.949923,-87.713949,member
C53B80D4D153FA26,electric_bike,10/4/2023 12:39:44,10/4/2023 13:11:41,Wednesday,Oct,31.95,Meade Ave & Addison St,324,Sheridan Rd & Montrose Ave,TA1307000107,41.94584167,-87.77895833,41.96167,-87.65464,member
2FEA444DAC4BCA6D,electric_bike,8/3/2023 21:42:56,8/3/2023 21:51:05,Thursday,Aug,8.15,Harlem Ave & Grace St,325,Orange & Addison,320,41.94894367,-87.806836,41.9448846,-87.82423,casual
109EDA47E362EEEE,electric_bike,6/5/2023 20:21:40,6/5/2023 20:30:32,Monday,Jun,8.87,Harlem Ave & Grace St,325,Harlem & Irving Park,326,41.94894409,-87.8068068,41.95326519,-87.80715358,casual
CF281817FD13D2A3,electric_bike,6/5/2023 20:21:10,6/5/2023 20:30:56,Monday,Jun,9.77,Harlem Ave & Grace St,325,Harlem & Irving Park,326,41.94894783,-87.80678683,41.953282,-87.80713033,casual
6D280D1A888C2499,electric_bike,11/12/2023 18:01:39,11/12/2023 18:17:20,Sunday,Nov,15.68,Harlem & Irving Park,326,Milwaukee Ave & Cuyler Ave,16991,41.95326567,-87.807091,41.954468,-87.749594,casual
35000C14EB8834F2,electric_bike,5/27/2023 17:20:17,5/27/2023 17:36:03,Saturday,May,15.77,Harlem & Irving Park,326,Public Rack - Cumberland & Catherine,1182.0,41.95324993,-87.80718136,41.97717428,-87.8365221,member
8284EC21EA9BE6E5,electric_bike,10/6/2023 13:54:29,10/6/2023 14:18:56,Friday,Oct,24.45,Harlem & Irving Park,326,Sayre & Diversey,352,41.95329368,-87.80712616,41.9310084,-87.8010646,casual
F365917F0B71843A,electric_bike,7/12/2023 15:02:43,7/12/2023 15:10:53,Wednesday,Jul,8.17,Harlem & Irving Park,326,Sayre & Diversey,352,41.9532335,-87.8071415,41.9310084,-87.8010646,casual
992680692BF552AA,electric_bike,1/7/2023 18:39:12,1/7/2023 18:52:20,Saturday,Jan,13.13,Harlem & Irving Park,326,Long & Irving Park,398,41.95,-87.81,41.95,-87.76,member
3A9092423D077D6F,electric_bike,9/28/2023 21:16:13,9/28/2023 21:19:02,Thursday,Sep,2.82,Harlem & Irving Park,326,Harlem Ave & Grace St,325,41.95325625,-87.80715275,41.9488531,-87.806938,member
7AC2CD944693DD6F,electric_bike,7/24/2023 15:42:05,7/24/2023 15:45:08,Monday,Jul,3.05,Harlem & Irving Park,326,Harlem Ave & Grace St,325,41.95327973,-87.80711663,41.9488531,-87.806938,casual
